UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,YEAR,QUARTER,CURR_ASSETS,FLIGHT_EQUIP,ASSETS,CURR_LIABILITIES,NON_REC_LIAB,DEF_CREDITS
X9,Omni Air International LLC,X9,Omni Air Express,2008,3,72405.99,2523.31,86264.3,49624.1,,
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2013,3,4540411,16712878,19131389,5546378,2754792,3817438
US,US Airways Inc.,US,US Airways Inc.,2004,4,1362545,2580090,8249615,3109380,5287349,354452
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2012,1,73159.38,0,74654.04,59193.6,0,0
QQ,Reno Air Inc.,QQ,Reno Air Inc.,1996,2,79019.19,37658.75,135167.97,70010.33,51619.18,
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2012,3,81698.87,417780.64,781220.71,-5697.2,717056.86,69583.8
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1990,3,3289563.32,5459354,8378175.07,4007930.51,1615986.32,863867.02
FX,Federal Express Corporation,FM,Federal Express Corporation,1990,1,1232628,1927114,5476662,1055427,2547152,275635
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2011,4,4082444,15365277,17805256,4533648,3288768,3106482
G4,Allegiant Air,G4,Allegiant Air,2011,3,91663.23,417696.48,399228.36,67868.19,17392.54,
5X,United Parcel Service,5X,United Parcel Service,2003,3,248175,8453848,7349920,641610,3560512,1979569
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2014,3,2865409,4267012,6655253,2034260,863298,1061405
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2004,2,62700.22,49019.6,149874.81,30125,3458.54,
5X,United Parcel Service,5X,United Parcel Service,2008,4,333961,11488755,9947594,632507,3162997,2423628
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2005,2,3745373,10006445,19035414,5090015,11393044,813733
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2011,3,69866.9,435332.86,503217.7,109909.41,301430.82,127353.5
CS,Continental Micronesia,CS,Continental Micronesia,1994,1,680814,553,1354280,689168,276347,136212
NK,Spirit Air Lines,NK,Spirit Air Lines,2004,4,99771.02,17909.74,163800.01,141905.09,29768.27,1662.07
RD,Ryan International Airlines,RD,Ryan International Airlines,2003,4,44388.86,6152.02,44691.57,43897.36,,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2003,4,119130.87,591482.59,757274.78,173369.04,536257.58,19035.45
FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,1998,3,76780.89,304707.2,423816.12,98211.73,239486.16,
ER,"Astar USA, LLC",ER,DHL Airways,1994,2,144116.69,141687.9,300157.59,109561.38,16065.57,14364
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2008,1,109717.32,,112839.74,59384.7,30855.84,
G4,Allegiant Air,G4,Allegiant Air,2009,3,62214,271383,273566,76236,28746,
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2011,1,417147.05,305868.87,1106869.09,462394.54,436191.78,0
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2009,1,55879.26,,58665.71,42140.83,1127.92,
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2004,4,71896.05,35836.7,165959.85,39939.34,125026.39,8542.29
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2014,2,5151691,17457799,20725752,7027179,2275364,3906713
QQ,Reno Air Inc.,QQ,Reno Air Inc.,1995,4,72063.75,11061.84,99483.92,53806.76,36774.02,
5X,United Parcel Service,5X,United Parcel Service,2002,3,299521,7997105,6836167,468257,3518179,1740270
5X,United Parcel Service,5X,United Parcel Service,2016,1,1199589.08,11046817.79,8335945.23,682666.05,679939.9,2667296.35
AQ,Aloha Airlines Inc.,AQ,Aloha Airlines Inc.,2002,4,89172,53996.08,161109.86,156962.3,129695.06,1775.54
US,US Airways Inc.,US,US Airways Inc.,2002,3,1719219,4844684,9953888,3552476,7029893,548476
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,1998,1,60716.79,122794.87,173832.9,80279.03,19255.39,10649
ABX,ABX Air Inc,ABX,ABX Air Inc,2009,1,580353,512598,1028904,189808,685494,442
YX (1),"Midwest Airline, Inc.",YX,"Midwest Airline, Inc.",2003,2,103351.22,234547.63,345914.88,152303.42,90808.63,8384
RD,Ryan International Airlines,RD,Ryan International Airlines,2005,1,50822.63,6197.33,51014.6,49037.16,,
9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,2016,3,124432.45,48649.44,178763.07,102359.28,30937.5,0
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2014,2,89502.21,0,91002.99,75461.15,81.41,0
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,2010,3,620900,1623503,1934341,183346,822613,267911
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2010,4,61327.56,,63322.27,45631.17,1364.66,
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2012,2,1955654,3311575,4994870,1699719,1289329,704439
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2001,2,765506,1742208,2499766,713084,812694,287213
FL,AirTran Airways Corporation,FL,AirTran Airways Corporation,2011,4,-77633,1200476,1118157,525542,646911,-32098
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2013,1,88512.12,0,90200.59,74740.15,0,0
OH (1),Comair Inc.,OH,Comair Inc.,2012,1,57201,770129,644657,192545,443252,12161
ER,"Astar USA, LLC",ER,DHL Airways,2002,3,68461.67,294808.11,211057.92,52097.21,40534.59,25259.34
S5,Shuttle America Corp.,S5,Shuttle America Corp.,2016,3,268383.2,1318337.24,1023893.69,100682.24,908050.63,11840.39
X9,Omni Air International LLC,X9,Omni Air Express,2011,4,82654.52,2523.31,115591.35,39108.62,0,0
CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,1990,3,1311775,1811991,4012936,1589296,2229712,324753
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2007,3,119228,211068,252233,136423,128871,81
WO,World Airways Inc.,WO,World Airways Inc.,2005,2,92704,88385,149334,105970,31461,
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2013,2,88657.68,0,90320.49,74860.06,0,0
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,2010,4,485351.84,1627703.05,1910402.13,184598.92,797843,264996.52
ABX,ABX Air Inc,ABX,ABX Air Inc,2007,1,107657,685101,682015,126139,430397,
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2008,4,103158.07,265765.46,425415.24,65404.67,83143.79,
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,2012,4,146734.2,249404.9,787025.4,359072.27,91333.35,127170.4
G4,Allegiant Air,G4,Allegiant Air,2013,3,366982.79,633188.06,811297.77,226392.6,45854.48,
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2004,1,69094.89,32274.63,136272.32,52025.11,117000,7575.21
5X,United Parcel Service,5X,United Parcel Service,2015,4,722969.97,11044507.56,7958428.23,668807.66,327945.47,2694201.1
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2003,3,48094.96,33588.99,96833.95,14237,239.67,
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2004,4,57718.12,63541.3,144772.13,91422.95,76981.26,6711.5
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2005,2,54371.02,87323.27,152397.72,85269.75,90365.57,5013.07
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2014,4,95087.66,0,96746.96,81138.68,147.85,0
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2013,2,137294.07,491141.67,516981.42,94355.75,86002.06,
YX,Republic Airlines,YX,Republic Airlines,2013,3,67054.06,1504008.06,1444638.65,301512.29,923589.07,173860.22
X9,Omni Air International LLC,X9,Omni Air Express,2012,1,74645.44,2523.31,107152.08,32383.35,0,0
5X,United Parcel Service,5X,United Parcel Service,2010,1,570698,10107894,9743930,703328,2824603,2583964
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2004,3,72698.85,50782.7,168831.24,35655.47,,
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,2002,3,98209.94,236468.03,322039,121290.74,85088.67,12166
ER,"Astar USA, LLC",ER,DHL Airways,2003,1,61472.77,254866.53,199504.24,43718.96,39933.08,19833.18
NA,North American Airlines,NA,North American Airlines,2009,4,86419.92,35527.35,227129.37,99760.03,8473.84,46162.45
AA,American Airlines Inc.,AA,American Airlines Inc.,1996,4,4085956,12217354,18104371,6624027,4264390,2687943
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2004,4,94021.43,52649.28,205707.71,41023.13,,
5X,United Parcel Service,5X,United Parcel Service,2003,4,247600,8542313,7326182,730623,3399128,2014148
CS,Continental Micronesia,CS,Continental Micronesia,2008,2,165084,,881970,30810,259290,154850
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2014,1,4633357,17009807,19795374,6440721,2294277,3870612
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2012,3,173212.64,536346.21,607334.94,122436.85,102903.99,
NK,Spirit Air Lines,NK,Spirit Air Lines,2006,3,87666.88,5589.5,190782.53,154503.15,164876.23,850
B6,JetBlue Airways,B6,JetBlue Airways,2001,3,71003.18,255787.24,498178.38,156225.75,195615.85,8598.04
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2008,3,123867.83,266321.52,453173.63,68294.49,85839.71,
CO,Continental Air Lines Inc.,CO,Continental Air Lines Inc.,1990,2,1431215,1814675,4128015,1510719,2068459,344043
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1993,1,3453018,7712721,12515079,5574877,4914231,1434252
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2002,1,69235.18,13225.74,137820.81,103718.32,12970.73,16821.83
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2002,1,164433.98,22089.73,289734.45,240557.52,81227.95,2952
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1997,2,91399.66,441466.44,649236.28,47071.46,426905.87,37891.63
VX,Virgin America,VX,Virgin America,2009,1,124016.49,152561.42,350919.59,130283.7,391735.8,91020.41
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1999,4,65153,124808,256689,54043,119510,
5X,United Parcel Service,5X,United Parcel Service,2002,2,295707,7989336,6848532,560826,3518131,1696311
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2004,3,71609.66,34466.84,146931.57,45400.97,111037.46,8474.11
5X,United Parcel Service,5X,United Parcel Service,2014,1,1603335.81,11003232.81,9553893.27,776359.97,1889935.24,2785154.52
VX,Virgin America,VX,Virgin America,2013,2,346687.89,61783.48,709765.39,336389.82,722761.95,67579.9
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2008,1,75910,231367,222931,120294,124817,
XJ,Mesaba Airlines,XJ,Mesaba Airlines,2009,4,70997.62,28910.78,124560.69,55163.3,15333.33,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2002,2,75181.83,75292.88,205752.13,163194.93,15611.15,18807.08
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2004,2,3870474,9163016,18932073,4341840,10660167,825346
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2016,1,80997.68,0,82775.25,67148.14,166.68,0
G4,Allegiant Air,G4,Allegiant Air,2011,4,216791.93,431923.98,527433.45,182025.85,15808.5,
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2012,4,82451.47,0,83965.64,68505.2,0,0
ABX,ABX Air Inc,ABX,ABX Air Inc,2007,2,107039,721904,707421,129812,444831,
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2009,4,813631,1998079,2865286,361353,973723,396710
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2001,4,63581.53,4683.52,121331.63,96271.39,10902.2,9259.86
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2012,2,79541.55,0,81200.73,65740.29,0,0
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2003,1,100773.5,148241.93,304977.59,239131.28,27463.51,19945.36
ABX,ABX Air Inc,ABX,ABX Air Inc,2007,4,454478,748126,1069798,157402,737073,
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2005,3,310185.61,22554.25,697945.25,284943.77,316188.69,
5X,United Parcel Service,5X,United Parcel Service,2002,4,269712,8085873,6820406,384075,3523949,1806570
NA,North American Airlines,NA,North American Airlines,2010,4,88982,57849,218610,99468,14277,46162
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2016,3,879384,4102513,4590359,534372,1796444,739598
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2013,1,135928.07,488283.2,517433.48,94054.32,91685.49,
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2002,3,89644.97,137727.02,281864.31,188440.75,59115.18,18714.91
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1998,3,75712,105671,200705,55917,79946,
FX,Federal Express Corporation,FM,Federal Express Corporation,1993,4,1582948,2779701,5853002,1478896,2007940,562657
ER,"Astar USA, LLC",ER,DHL Airways,2002,4,67785.53,243158.01,211760.18,58496.84,40305.4,19093.74
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1996,2,129290.5,435785.2,661096.13,65059.28,316850.84,55469.68
G4,Allegiant Air,G4,Allegiant Air,2011,2,97490.45,402539.56,399721.27,83178.11,13297.49,
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2014,1,80792.37,0,82297.02,66784.87,51.72,0
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2005,2,81338.3,82041.88,235990.2,41148.17,,
EV,ExpressJet Airlines Inc.,EV,ExpressJet Airlines Inc.,2015,1,382058.42,1742013.84,1422042.54,312351.62,416660.98,199236.31
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2014,2,130729.27,485270.37,479652.3,104510.61,49847.13,
G4,Allegiant Air,G4,Allegiant Air,2015,2,696957.65,1048928.78,1494261.91,368569.9,245890.86,1872.38
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2007,4,111634.77,,115247.03,54755.27,35064.55,
5X,United Parcel Service,5X,United Parcel Service,2008,1,410253,10849301,9787030,392897,2871600,2240905
XJ,Mesaba Airlines,XJ,Mesaba Airlines,2010,1,68698.3,30096.84,121340.79,55291.62,11500,
FX,Federal Express Corporation,FM,Federal Express Corporation,1993,2,1375024,2848773,5814683,1383297,2226716,527843
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,2000,2,66202,135172,306199,88393,140707,
SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,2016,1,94226.02,29168.75,193307.79,121028.95,15247.16,0
G4,Allegiant Air,G4,Allegiant Air,2011,1,98019.17,344314.04,350555.97,46687.74,14562.92,
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2005,3,59875.12,97401.45,157954.77,83213.4,98845.04,4244.13
NK,Spirit Air Lines,NK,Spirit Air Lines,2008,1,135038,1832,267869,216332,274202,13863
5X,United Parcel Service,5X,United Parcel Service,2003,2,261238,8046736,7174820,457532,3782759,1834978
5X,United Parcel Service,5X,United Parcel Service,2003,1,261238,8046736,7174820,457532,3782759,1834977
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2003,3,3794582,8279101,18864249,4115435,10727392,1418708
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2003,4,3662726,8579226,18635068,4145110,10222845,829301
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2013,3,2469766,3657076,5727779,1806713,1285109,722091
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2005,2,158103.18,26512.2,286806.02,59522.27,15838.62,
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2004,2,72696.98,31754.5,143700.31,52586.74,114000,7743.57
RP,Chautauqua Airlines Inc.,RP,Chautauqua Airlines Inc.,2013,2,169714.24,294104.57,492774.82,91628.18,218276.97,54255.62
WO,World Airways Inc.,WO,World Airways Inc.,2009,1,147613,118921,447504,161721,120292,
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2005,1,57012.01,72886.83,145489.49,81024.22,83153.71,5766.14
SX,"Skybus Airlines, Inc.",SX,"Skybus Airlines, Inc.",2008,1,77871.81,8053.09,132879.94,63330.92,1842.45,6472.66
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2009,2,212387.48,1029457.68,1192452.5,136162.91,660472.67,60381.12
EV,ExpressJet Airlines Inc.,EV,ExpressJet Airlines Inc.,2015,4,368242.38,1740645.89,1332994.14,397522.21,252429.63,200667.12
EV,ExpressJet Airlines Inc.,EV,ExpressJet Airlines Inc.,2016,1,368242.38,1740645.89,1332994.14,397522.21,252429.63,200667.12
NK,Spirit Air Lines,NK,Spirit Air Lines,2004,3,103628.2,90730.79,223169.82,126862.89,28822.73,1752.91
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2005,1,3427726,9753902,18462856,4527831,11208014,790516
5X,United Parcel Service,5X,United Parcel Service,2007,1,300563,10079423,9070881,274131,2449726,2148347
ABX,ABX Air Inc,ABX,ABX Air Inc,2006,3,87833,630234,525490,131374,258153,
HP,America West Airlines Inc.,HP,America West Airlines Inc.,1992,2,189058.61,818591.21,1100461.38,390460.22,786119.06,109109.3
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2011,3,4594264,15280246,17885026,5320222,3399777,2680111
5X,United Parcel Service,5X,United Parcel Service,2004,1,251049,8665597,7458537,939779,3329721,2043252
NA,North American Airlines,NA,North American Airlines,2010,2,93220,44304,227257,100694,8695,46163
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,1997,4,208671.13,866333.44,1297414.75,128308.44,736026.3,197664.11
NA,North American Airlines,NA,North American Airlines,2010,1,78629,44347,224786,99302,8300,46250
RD,Ryan International Airlines,RYQ,Ryan International Airlines,2003,1,46809.96,10788.41,47328.91,45579.84,,
YX (1),"Midwest Airline, Inc.",YX,Midwest Express Airlines,2002,4,94927,225137.45,324121.48,131737.83,84451.79,9150
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,1998,2,78508,97369,197663,58310,80364,
X9,Omni Air International LLC,X9,Omni Air Express,2013,1,68552.32,2523.31,102542.43,35587.59,0,0
G4,Allegiant Air,G4,Allegiant Air,2013,2,382144.12,560090.26,774284.81,247004.03,12539.95,
EV,ExpressJet Airlines Inc.,EV,ExpressJet Airlines Inc.,2014,3,486534.7,1756203.34,1707259.55,277801.96,464100.32,304973.24
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2016,3,101157.22,491511.9,513430.35,63342.27,62617.46,
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,2000,1,65725,130289,290856,70101,145135,
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2016,3,90605.69,0,92192.64,76291.64,440.57,0
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1991,2,2623794,5895857,8676911,4074019,1692908,1049995
ER,"Astar USA, LLC",ER,DHL Airways,1997,1,213760.14,296039.83,491789.51,180448.5,29564.09,37286.57
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,1991,2,306900,565631,1121253,404900,283899,73065
X9,Omni Air International LLC,X9,Omni Air Express,2015,1,63775.89,0,100423.51,27076.36,269.37,0
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1991,4,2927547,6527919,9906501,4103330,3058273,1131425
WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,2011,1,5329443,13957613,16414055,4357620,2504835,2964794
B6,JetBlue Airways,B6,JetBlue Airways,2000,1,49807.53,11751.02,152535.35,29786.56,13208.4,1026.12
AA,American Airlines Inc.,AA,American Airlines Inc.,1996,2,3375001,12277811,18019858,5588700,5827511,2535429
YX,Republic Airlines,YX,Republic Airlines,2013,2,72888.06,1372938.86,1274420.18,272129.02,767715.72,181132.86
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2011,1,357621.98,896105.98,1360945.66,96861.28,1415966.07,203939.8
ABX,ABX Air Inc,ABX,Airborne Express Inc.,2005,3,99866,546944,484694,134908,240248,
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1995,4,116018.54,148745.73,386324.32,32632.4,103698,42064.72
TW,Trans World Airways LLC,TW,Trans World Airlines Inc.,1992,4,591396.84,1720068.43,2118033.24,907562.8,2351682.67,8521.19
ZW,Air Wisconsin Airlines Corp,ZW,Air Wisconsin Airlines Corp,2005,1,174496.21,687406.12,1002521.03,249695.66,649967.8,20709.98
TW,Trans World Airways LLC,TW,Trans World Airways LLC,2001,2,462363.64,379868.77,2381181.57,1274672,1118236.11,2023.55
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2004,3,117030,601576.05,805496.96,153856.82,602285.56,7459.97
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,2002,3,153663.33,246775.16,481450.28,148276.68,151264.51,17108.51
FX,Federal Express Corporation,FM,Federal Express Corporation,1992,4,1330862,2707237,5778699,1434921,2227617,445255
X9,Omni Air International LLC,X9,Omni Air Express,2014,4,61402.88,0,102628.05,32004.96,269.37,0
NK,Spirit Air Lines,NK,Spirit Air Lines,2009,1,129748,3221,270058,191411,300221,21605
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2003,1,430585.15,708802.08,1323448.87,284875.72,1016867.34,
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,1997,1,101762.17,447621.23,666933.19,48694.93,431261.29,38292.54
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2009,3,176127.81,924569.48,1221981.8,80862.47,729648.28,174011.35
AA,American Airlines Inc.,AA,American Airlines Inc.,1992,3,2977383,9629137,17233518,5539025,6135714,1750603
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2011,4,29923.91,1378623.19,1797379.96,239019.51,784518.5,177505.56
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1990,4,2621385.62,5572637.1,8011931.62,3683847.23,1627628.01,931108.46
X9,Omni Air International LLC,X9,Omni Air Express,2011,3,74674.77,2523.31,102180.72,30839.33,0,0
XJ,Mesaba Airlines,XJ,Mesaba Airlines,2009,3,80126.23,28234.44,136635.95,65937.09,19166.67,
CS,Continental Micronesia,CS,Continental Micronesia,1995,3,191304,19683,837142,131009,229861,157475
US,US Airways Inc.,US,US Airways Inc.,2001,3,2140009,6341560,10829521,2732204,6651253,602830
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2010,1,823487,2093789,2953150,364349,1041176,406369
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2005,1,162318.59,578093.63,826576.51,158808.97,590736.37,28859.98
AA,American Airlines Inc.,AA,American Airlines Inc.,1999,2,4346320,13803159,20370898,5506378,4843583,3347557
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2002,4,3042777,7590692,17624752,4157563,9468160,1392119
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,1994,2,1562417,3805561,9194608,2352842,3841390,808823
5X,United Parcel Service,5X,United Parcel Service,2004,4,246999,8925052,7682931,952066,370807,2156491
5X,United Parcel Service,5X,United Parcel Service,2015,1,1010452.02,11035666.88,8554676.71,621538.7,888510.48,2828293.01
5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,2004,4,153367.34,601502.63,836717.94,151724.77,598450.61,28258
FX,Federal Express Corporation,FX,Federal Express Corporation,2002,3,2781687,6275031,9905311,2237968,1343478,1566634
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2003,4,66827.48,46608.79,119285.13,22428.09,3926.45,
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2008,3,84336,250090,223892,127361,117502,
X9,Omni Air International LLC,X9,Omni Air Express,2013,3,75059.01,2523.31,108788.59,30225.03,0,0
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2002,2,165387.38,21432.06,288209.3,271887.95,82463.71,2952
UA,United Air Lines Inc.,UA,United Air Lines Inc.,2002,1,5591329,15122371,26643072,8069759,13084619,1081630
J7,Valujet Airlines Inc.,J7,Valujet Airlines Inc.,1995,4,149787.57,183309.43,346741.16,86264.92,87607.15,10803.86
FF,Tower Air Inc.,FF,Tower Air Inc.,1993,4,70445.67,170419.7,191643.93,73774.54,30655.93,16023.31
5X,United Parcel Service,5X,United Parcel Service,2004,2,267757,8685722,7562635,687067,559348,2075300
OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,2004,3,716467,1037759,1631882,169825,474286,230832
5X,United Parcel Service,5X,United Parcel Service,2009,4,540594,10025678,9758173,670036,3020253,2526133
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2004,3,68619.45,49352.12,162556.36,73571.61,88768.36,7740.17
PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,2007,1,57798.78,116.52,107268.7,40193.46,14746.75,5920.51
F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,2011,4,199043.44,244164.79,836231.56,516183.5,101242.18,125146.3
G4,Allegiant Air,G4,Allegiant Air,2008,3,76795,250220,288019,186197,48044,
G4,Allegiant Air,G4,Allegiant Air,2015,3,757955.99,1057032.42,1557810.03,356328.41,251460.36,1791.93
HP,America West Airlines Inc.,HP,America West Airlines Inc.,1991,3,214882.9,815895.79,1177934.49,408853.82,697651.97,166305.17
AA,American Airlines Inc.,AA,American Airlines Inc.,1992,4,2887685,10258112,17441642,5096864,7437972,1759837
YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,2009,4,157722.76,933252.69,1204880.46,103511.3,699010.37,172180.38
9E,Endeavor Air Inc.,9E,Pinnacle Airlines Inc.,2009,1,86410.57,382412.37,517645.38,80103.95,277218.68,136189.23
AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,2015,2,3345093,4488776,7566823,2329658,942202,1191437
G4,Allegiant Air,G4,Allegiant Air,2014,3,550634.1,926696.16,1253306.49,321222.02,244954.7,451.89
X9,Omni Air International LLC,X9,Omni Air Express,2012,4,73956.54,2523.31,103756.85,26126.17,0,0
NW,Northwest Airlines Inc.,NW,Northwest Airlines Inc.,2004,3,3598490,9494784,19006456,4207235,10845822,828991
KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,2016,2,105967.93,467962.2,472644.54,59509.01,32298.76,
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1992,1,3076812,6699633,10648516,4228789,4218232,1178662
X9,Omni Air International LLC,X9,Omni Air Express,2014,3,74254.24,2523.31,115805.89,33583.82,483,0
FX,Federal Express Corporation,FM,Federal Express Corporation,1993,3,1474515,2900984,5876510,1402076,2178986,565914
JI (1),Midway Airlines Inc.,JI,Midway Airlines Inc.,2001,2,75511,149282,318291,99014,130304,2634
HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,2002,3,125175,21551.53,247808.12,244845.14,85229.05,2952
ER,"Astar USA, LLC",ER,Astar Air Cargo Inc.,2008,2,81679,241386,227926,122843,125811,
UA,United Air Lines Inc.,UA,United Air Lines Inc.,1991,3,2995195,6184492,9308932,4099022,2213039,1109886
EV,ExpressJet Airlines Inc.,EV,Atlantic Southeast Airlines,2011,1,481583.12,1629246.03,1895898.65,195061.24,780580.63,265959.72
5X,United Parcel Service,5X,United Parcel Service,2015,3,1237044.7,11041990.5,8571092.38,659670.83,924849.02,2780023.18
